"PrimaryKey","YearVisited","Shape","geometry"
"OR_VADO_RNA_2023_SBulCanBuf-01_V12023-09-01",2023,c(-1748500.20474035, 894569.223596034),c(NA, NA)
"MT_NCMD_LUP_2022_KSU-420_V12023-09-01",2023,c(-1186111.57853794, 1359376.96697102),c(NA, NA)
"20233525201713B2",2023,c(-707944.37339977, -524883.940029967),c(NA, NA)
"ID_OFO_LUP_2022_SD-2022-NR-003_V12023-09-01",2023,c(-1638367.38943923, 801963.66269065),c(NA, NA)
"20233227202705B1",2023,c(-1803655.82898838, 557226.505918333),c(NA, NA)
"2023412202310B1",2023,c(-1612768.96597853, -293837.223762288),c(NA, NA)
"UT_MNFO_LUP_2023_MNFO2023-014_V12023-09-01",2023,c(-1204680.06024868, 143546.81937788),c(NA, NA)
"20231611101407B1",2023,c(-1343103.66041199, 784309.963261942),c(NA, NA)
"20235623200101B1",2023,c(-1207903.11010736, 594296.955323343),c(NA, NA)
"20233233100313B2",2023,c(-1626847.06626018, 363872.23220187),c(NA, NA)
"CO_WRFO_LUP_2021_WRFO2021-131_V22023-09-01",2023,c(-1028755.41899684, 329313.713497625),c(NA, NA)
"ID_SAFO_LUP_2023_SAFO2023-012_V22023-09-01",2023,c(-1388240.78240237, 997079.939616267),c(NA, NA)
"MT_BIFO_LUP_2023_INT-PMWH-tnWd-047_V12023-09-01",2023,c(-982191.911979948, 912859.395742942),c(NA, NA)
"AZ_ASDO_LUP_2021_ASDO2021-129_V12023-09-01",2023,c(-1438367.92575433, 40154.9214659631),c(NA, NA)
"20238109200808B3",2023,c(-887058.926663549, 104249.78672219),c(NA, NA)
"OR_VADO_ESR_2023_VINESHILL-AS-03_V12023-09-01",2023,c(-1705370.96949524, 905947.25842168),c(NA, NA)
"OR_MFO_2021_MFO2021-230_V12023-09-01",2023,c(-1744800.72083184, 857056.244770514),c(NA, NA)
"MT_NCMD_AIMLite_2023_GFO-002_V12023-09-01",2023,c(-816775.149192356, 1296242.22594951),c(NA, NA)
"NM_LCDO_Allotments_2023_01072_R041XB211AZ_V12023-09-01",2023,c(-1199360.91114601, -499871.901642878),c(NA, NA)
"ID_BFO_LUP_2022_Other-255_V12023-09-01",2023,c(-1638806.78365233, 695924.315789172),c(NA, NA)
"20235325200214B2",2023,c(-1807096.14254917, 1265501.59786046),c(NA, NA)
"AZ_TFO_LUP-SUP_2023_MG-SUP-002_V12023-09-01",2023,c(-1387890.90075511, -388289.798305348),c(NA, NA)
"CO_UFO_LUP_2023_UFO2023-017_V22023-09-01",2023,c(-1064814.84356283, 148051.561041911),c(NA, NA)
"ID_SHFO_LUP_2023_BSWD-001_V12023-09-01",2023,c(-1416500.79314656, 742005.756406496),c(NA, NA)
"20235635101119B1",2023,c(-1119113.90903139, 668944.515005896),c(NA, NA)
"UT_FFO_LUP_2022_FFO2022-045_V12023-09-01",2023,c(-1521732.29586481, 289764.894540511),c(NA, NA)
"UT_MBFO_LUP_2023_MBFO2023-NR-014_V12023-09-01",2023,c(-1119150.53362388, 265073.761877573),c(NA, NA)
"CA_ELFO_DryVal_2022_DryValleyRimTreatmentArea2021-20_V22023-09-01",2023,c(-2000668.15353158, 567371.515257516),c(NA, NA)
"WY_CAFO_LUP_2022_CAFO2022-NR-055_V12023-09-01",2023,c(-858260.867160619, 684606.511695659),c(NA, NA)
"UT_MNFO_LUP_2023_MNFO2023-005_V12023-09-01",2023,c(-1273389.86456126, 85953.8602503733),c(NA, NA)
"CO_RGFO_LUP_2022_PJ-247_V12023-09-01",2023,c(-860087.612967593, 163210.633208505),c(NA, NA)
